기준_년분기_코드,자치구_코드,자치구_코드_명,서비스_업종_코드,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
20224,11215,광진구,CS300026,소매(서적/문구),36.0,37.0,0.0,0.0,2.7,1.0,1.0
20224,11215,광진구,CS300025,소매(운송),53.0,53.0,0.0,0.0,0.0,0.0,0.0
20224,11215,광진구,CS300024,소매(스포츠),135.0,135.0,1.5,2.0,2.2,3.0,0.0
20224,11215,광진구,CS300023,소매(미용),57.0,57.0,1.8,1.0,1.8,1.0,0.0
20224,11215,광진구,CS300022,소매(미용),474.0,509.0,1.0,5.0,2.2,11.0,35.0
20224,11215,광진구,CS300021,소매(서적/문구),109.0,119.0,2.5,3.0,0.8,1.0,10.0
20224,11215,광진구,CS300020,소매(서적/문구),91.0,93.0,0.0,0.0,1.1,1.0,2.0
20224,11215,광진구,CS300019,소매(의료),77.0,77.0,0.0,0.0,1.3,1.0,0.0
20224,11215,광진구,CS300018,소매(의료),257.0,281.0,1.1,3.0,0.7,2.0,24.0
20224,11215,광진구,CS300016,소매(안경),57.0,76.0,0.0,0.0,1.3,1.0,19.0
20224,11215,광진구,CS300015,소매(의류),82.0,82.0,1.2,1.0,2.4,2.0,0.0
20224,11215,광진구,CS300014,소매(의류),120.0,120.0,0.0,0.0,2.5,3.0,0.0
20224,11215,광진구,CS300013,소매(의류),122.0,123.0,1.6,2.0,2.4,3.0,1.0
20224,11215,광진구,CS300012,소매(의류),7.0,7.0,0.0,0.0,0.0,0.0,0.0
20224,11215,광진구,CS300011,소매(의류),908.0,912.0,1.5,14.0,2.0,18.0,4.0
20224,11215,광진구,CS300010,소매(식품),285.0,288.0,3.5,10.0,2.4,7.0,3.0
20224,11215,광진구,CS300009,소매(식품),132.0,132.0,1.5,2.0,4.5,6.0,0.0
20224,11215,광진구,CS300008,소매(식품),92.0,92.0,0.0,0.0,2.2,2.0,0.0
20224,11215,광진구,CS300007,소매(식품),175.0,175.0,0.6,1.0,1.7,3.0,0.0
20224,11215,광진구,CS300006,소매(식품),60.0,60.0,0.0,0.0,0.0,0.0,0.0
20224,11215,광진구,CS300004,소매(전자제품),407.0,412.0,0.2,1.0,1.5,6.0,5.0
20224,11215,광진구,CS300003,소매(전자제품),409.0,409.0,0.7,3.0,0.7,3.0,0.0
20224,11215,광진구,CS300002,소매(생활),31.0,415.0,2.2,9.0,5.5,23.0,384.0
20224,11215,광진구,CS300001,소매(생활),419.0,431.0,4.9,21.0,1.9,8.0,12.0
20224,11215,광진구,CS200038,교육/학원,90.0,100.0,3.0,3.0,5.0,5.0,10.0
20224,11215,광진구,CS200037,스포츠/여가,343.0,347.0,3.7,13.0,3.5,12.0,4.0
20224,11215,광진구,CS200036,숙박업,11.0,11.0,0.0,0.0,9.1,1.0,0.0
20224,11215,광진구,CS200035,숙박업,11.0,11.0,0.0,0.0,0.0,0.0,0.0
20224,11215,광진구,CS200034,숙박업,86.0,87.0,2.3,2.0,1.1,1.0,1.0
20224,11215,광진구,CS200033,부동산,1071.0,1071.0,0.0,0.0,1.4,15.0,0.0
20224,11215,광진구,CS200032,전자제품 관련 서비스,97.0,97.0,1.0,1.0,0.0,0.0,0.0
20224,11215,광진구,CS200030,미용,266.0,271.0,6.3,17.0,2.6,7.0,5.0
20224,11215,광진구,CS200029,미용,140.0,143.0,0.0,0.0,1.4,2.0,3.0
20224,11215,광진구,CS200028,미용,722.0,753.0,2.0,15.0,2.3,17.0,31.0
20224,11215,광진구,CS200027,차량 관련 서비스,29.0,29.0,6.9,2.0,3.4,1.0,0.0
20224,11215,광진구,CS200026,차량 관련 서비스,42.0,43.0,2.3,1.0,2.3,1.0,1.0
20224,11215,광진구,CS200025,차량 관련 서비스,129.0,145.0,0.7,1.0,0.7,1.0,16.0
20224,11215,광진구,CS200024,스포츠/여가,82.0,84.0,1.2,1.0,2.4,2.0,2.0
20224,11215,광진구,CS200021,스포츠/여가,53.0,53.0,3.8,2.0,1.9,1.0,0.0
20224,11215,광진구,CS200020,스포츠/여가,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20224,11215,광진구,CS200019,스포츠/여가,46.0,49.0,2.0,1.0,12.2,6.0,3.0
20224,11215,광진구,CS200018,스포츠/여가,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20224,11215,광진구,CS200017,스포츠/여가,47.0,47.0,0.0,0.0,0.0,0.0,0.0
20224,11215,광진구,CS200016,스포츠/여가,152.0,155.0,8.4,13.0,3.9,6.0,3.0
20224,11215,광진구,CS200009,반려동물,29.0,30.0,0.0,0.0,0.0,0.0,1.0
20224,11215,광진구,CS200008,필수의료,123.0,123.0,0.8,1.0,0.8,1.0,0.0
20224,11215,광진구,CS200007,필수의료,160.0,160.0,0.0,0.0,0.0,0.0,0.0
20224,11215,광진구,CS200006,필수의료,288.0,288.0,1.0,3.0,1.0,3.0,0.0
20224,11215,광진구,CS200005,교육/학원,205.0,210.0,5.2,11.0,2.9,6.0,5.0
20224,11215,광진구,CS200004,교육/학원,11.0,11.0,0.0,0.0,0.0,0.0,0.0
20224,11215,광진구,CS200003,교육/학원,241.0,252.0,1.6,4.0,2.4,6.0,11.0
20224,11215,광진구,CS200002,교육/학원,116.0,126.0,7.9,10.0,0.8,1.0,10.0
20224,11215,광진구,CS200001,교육/학원,422.0,467.0,0.6,3.0,2.8,13.0,45.0
20224,11215,광진구,CS100010,카페 및 베이커리,636.0,824.0,5.7,47.0,4.6,38.0,188.0
20224,11215,광진구,CS100009,주점,326.0,378.0,2.1,8.0,3.7,14.0,52.0
20224,11215,광진구,CS100008,식당,458.0,551.0,5.8,32.0,4.2,23.0,93.0
20224,11215,광진구,CS100007,식당,79.0,214.0,4.2,9.0,6.1,13.0,135.0
20224,11215,광진구,CS100006,식당,114.0,213.0,2.8,6.0,5.2,11.0,99.0
20224,11215,광진구,CS100005,카페 및 베이커리,160.0,221.0,2.7,6.0,5.4,12.0,61.0
20224,11215,광진구,CS100004,식당,246.0,266.0,6.4,17.0,2.6,7.0,20.0
20224,11215,광진구,CS100003,식당,229.0,256.0,4.7,12.0,4.3,11.0,27.0
20224,11215,광진구,CS100002,식당,236.0,250.0,8.0,20.0,6.0,15.0,14.0
20224,11215,광진구,CS100001,식당,2003.0,2219.0,3.5,78.0,4.0,89.0,216.0
20224,11200,성동구,CS300043,소매(전자제품),2523.0,2529.0,0.0,1.0,3.4,85.0,6.0
20224,11200,성동구,CS300039,소매(운송),42.0,42.0,0.0,0.0,0.0,0.0,0.0
20224,11200,성동구,CS300038,소매(운송),242.0,242.0,0.0,0.0,0.8,2.0,0.0
20224,11200,성동구,CS300036,소매(가구),163.0,163.0,0.0,0.0,0.6,1.0,0.0
20224,11200,성동구,CS300032,소매(전자제품),108.0,108.0,0.9,1.0,0.0,0.0,0.0
20224,11200,성동구,CS300031,소매(가구),72.0,72.0,5.6,4.0,2.8,2.0,0.0
20224,11200,성동구,CS300030,소매(가구),6.0,6.0,0.0,0.0,0.0,0.0,0.0
20224,11200,성동구,CS300029,반려동물,72.0,74.0,4.1,3.0,1.4,1.0,2.0
20224,11200,성동구,CS300026,소매(서적/문구),31.0,32.0,0.0,0.0,0.0,0.0,1.0
20224,11200,성동구,CS300025,소매(운송),43.0,43.0,2.3,1.0,0.0,0.0,0.0
20224,11200,성동구,CS300024,소매(스포츠),126.0,126.0,1.6,2.0,0.0,0.0,0.0
20224,11200,성동구,CS300023,소매(미용),36.0,36.0,0.0,0.0,0.0,0.0,0.0
20224,11200,성동구,CS300022,소매(미용),478.0,504.0,2.0,10.0,2.0,10.0,26.0
20224,11200,성동구,CS300021,소매(서적/문구),106.0,118.0,0.8,1.0,3.4,4.0,12.0
20224,11200,성동구,CS300020,소매(서적/문구),91.0,94.0,2.1,2.0,2.1,2.0,3.0
20224,11200,성동구,CS300019,소매(의료),73.0,73.0,0.0,0.0,2.7,2.0,0.0
20224,11200,성동구,CS300018,소매(의료),235.0,251.0,2.0,5.0,1.6,4.0,16.0
20224,11200,성동구,CS300016,소매(안경),51.0,62.0,1.6,1.0,0.0,0.0,11.0
20224,11200,성동구,CS300015,소매(의류),94.0,94.0,6.4,6.0,1.1,1.0,0.0
20224,11200,성동구,CS300014,소매(의류),240.0,242.0,0.8,2.0,1.2,3.0,2.0
20224,11200,성동구,CS300013,소매(의류),90.0,91.0,0.0,0.0,5.5,5.0,1.0
20224,11200,성동구,CS300012,소매(의류),4.0,4.0,0.0,0.0,0.0,0.0,0.0
20224,11200,성동구,CS300011,소매(의류),915.0,915.0,1.9,17.0,1.9,17.0,0.0
20224,11200,성동구,CS300010,소매(식품),287.0,292.0,3.1,9.0,2.4,7.0,5.0
20224,11200,성동구,CS300009,소매(식품),117.0,117.0,1.7,2.0,2.6,3.0,0.0
20224,11200,성동구,CS300008,소매(식품),54.0,54.0,0.0,0.0,1.9,1.0,0.0
20224,11200,성동구,CS300007,소매(식품),1531.0,1532.0,0.3,5.0,1.6,25.0,1.0
20224,11200,성동구,CS300006,소매(식품),58.0,58.0,1.7,1.0,0.0,0.0,0.0
20224,11200,성동구,CS300004,소매(전자제품),151.0,154.0,0.6,1.0,3.2,5.0,3.0
20224,11200,성동구,CS300003,소매(전자제품),250.0,250.0,1.2,3.0,0.8,2.0,0.0
20224,11200,성동구,CS300002,소매(생활),23.0,345.0,1.7,6.0,2.3,8.0,322.0
20224,11200,성동구,CS300001,소매(생활),418.0,435.0,6.0,26.0,1.8,8.0,17.0
20224,11200,성동구,CS200038,교육/학원,46.0,57.0,1.8,1.0,3.5,2.0,11.0
20224,11200,성동구,CS200037,스포츠/여가,144.0,148.0,5.4,8.0,6.1,9.0,4.0
20224,11200,성동구,CS200036,숙박업,12.0,12.0,0.0,0.0,8.3,1.0,0.0
20224,11200,성동구,CS200035,숙박업,9.0,9.0,0.0,0.0,0.0,0.0,0.0
20224,11200,성동구,CS200034,숙박업,70.0,70.0,1.4,1.0,1.4,1.0,0.0
20224,11200,성동구,CS200033,부동산,1076.0,1076.0,0.2,2.0,3.0,32.0,0.0
20224,11200,성동구,CS200032,전자제품 관련 서비스,63.0,63.0,0.0,0.0,1.6,1.0,0.0
20224,11200,성동구,CS200030,미용,172.0,183.0,4.4,8.0,0.5,1.0,11.0
20224,11200,성동구,CS200029,미용,119.0,119.0,0.0,0.0,1.7,2.0,0.0
20224,11200,성동구,CS200028,미용,494.0,539.0,3.5,19.0,1.7,9.0,45.0
20224,11200,성동구,CS200027,차량 관련 서비스,39.0,39.0,0.0,0.0,0.0,0.0,0.0
20224,11200,성동구,CS200026,차량 관련 서비스,69.0,73.0,1.4,1.0,2.7,2.0,4.0
20224,11200,성동구,CS200025,차량 관련 서비스,217.0,230.0,1.3,3.0,1.7,4.0,13.0
20224,11200,성동구,CS200024,스포츠/여가,70.0,74.0,0.0,0.0,2.7,2.0,4.0
20224,11200,성동구,CS200021,스포츠/여가,54.0,54.0,11.1,6.0,3.7,2.0,0.0
20224,11200,성동구,CS200020,스포츠/여가,3.0,3.0,0.0,0.0,0.0,0.0,0.0
20224,11200,성동구,CS200019,스포츠/여가,36.0,36.0,2.8,1.0,8.3,3.0,0.0
20224,11200,성동구,CS200018,스포츠/여가,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20224,11200,성동구,CS200017,스포츠/여가,39.0,42.0,0.0,0.0,0.0,0.0,3.0
20224,11200,성동구,CS200016,스포츠/여가,102.0,102.0,1.0,1.0,4.9,5.0,0.0
20224,11200,성동구,CS200009,반려동물,33.0,33.0,3.0,1.0,3.0,1.0,0.0
20224,11200,성동구,CS200008,필수의료,102.0,102.0,1.0,1.0,1.0,1.0,0.0
20224,11200,성동구,CS200007,필수의료,122.0,122.0,0.0,0.0,0.0,0.0,0.0
20224,11200,성동구,CS200006,필수의료,240.0,242.0,0.8,2.0,0.4,1.0,2.0
20224,11200,성동구,CS200005,교육/학원,183.0,188.0,5.3,10.0,1.1,2.0,5.0
20224,11200,성동구,CS200004,교육/학원,10.0,10.0,10.0,1.0,10.0,1.0,0.0
20224,11200,성동구,CS200003,교육/학원,213.0,233.0,0.4,1.0,2.6,6.0,20.0
20224,11200,성동구,CS200002,교육/학원,107.0,112.0,8.9,10.0,0.9,1.0,5.0
20224,11200,성동구,CS200001,교육/학원,317.0,349.0,1.1,4.0,1.4,5.0,32.0
20224,11200,성동구,CS100010,카페 및 베이커리,672.0,840.0,6.4,54.0,4.0,34.0,168.0
20224,11200,성동구,CS100009,주점,164.0,200.0,2.5,5.0,5.0,10.0,36.0
20224,11200,성동구,CS100008,식당,347.0,412.0,6.3,26.0,3.9,16.0,65.0
20224,11200,성동구,CS100007,식당,64.0,183.0,3.8,7.0,3.8,7.0,119.0
20224,11200,성동구,CS100006,식당,122.0,194.0,3.6,7.0,4.1,8.0,72.0
20224,11200,성동구,CS100005,카페 및 베이커리,154.0,203.0,5.4,11.0,4.9,10.0,49.0
20224,11200,성동구,CS100004,식당,344.0,367.0,6.3,23.0,3.5,13.0,23.0
20224,11200,성동구,CS100003,식당,185.0,201.0,8.0,16.0,4.0,8.0,16.0
20224,11200,성동구,CS100002,식당,145.0,155.0,3.9,6.0,3.9,6.0,10.0
20224,11200,성동구,CS100001,식당,1728.0,1880.0,3.0,56.0,3.6,67.0,152.0
20224,11170,용산구,CS300043,소매(전자제품),1910.0,1921.0,0.1,2.0,1.8,35.0,11.0
20224,11170,용산구,CS300039,소매(운송),30.0,30.0,0.0,0.0,6.7,2.0,0.0
20224,11170,용산구,CS300038,소매(운송),41.0,42.0,0.0,0.0,0.0,0.0,1.0
20224,11170,용산구,CS300036,소매(가구),219.0,220.0,0.0,0.0,0.9,2.0,1.0
20224,11170,용산구,CS300032,소매(전자제품),337.0,338.0,0.6,2.0,0.3,1.0,1.0
20224,11170,용산구,CS300031,소매(가구),132.0,132.0,1.5,2.0,0.8,1.0,0.0
20224,11170,용산구,CS300030,소매(가구),42.0,42.0,0.0,0.0,2.4,1.0,0.0
20224,11170,용산구,CS300029,반려동물,67.0,68.0,4.4,3.0,4.4,3.0,1.0
20224,11170,용산구,CS300026,소매(서적/문구),46.0,46.0,0.0,0.0,2.2,1.0,0.0
20224,11170,용산구,CS300025,소매(운송),19.0,19.0,0.0,0.0,0.0,0.0,0.0
20224,11170,용산구,CS300024,소매(스포츠),109.0,109.0,2.8,3.0,0.9,1.0,0.0
20224,11170,용산구,CS300023,소매(미용),44.0,44.0,0.0,0.0,4.5,2.0,0.0
20224,11170,용산구,CS300022,소매(미용),359.0,412.0,1.0,4.0,0.7,3.0,53.0
20224,11170,용산구,CS300021,소매(서적/문구),138.0,147.0,4.8,7.0,4.1,6.0,9.0
20224,11170,용산구,CS300020,소매(서적/문구),107.0,110.0,0.9,1.0,0.9,1.0,3.0
20224,11170,용산구,CS300019,소매(의료),38.0,38.0,0.0,0.0,2.6,1.0,0.0
20224,11170,용산구,CS300018,소매(의료),169.0,180.0,0.6,1.0,1.1,2.0,11.0
20224,11170,용산구,CS300016,소매(안경),58.0,63.0,0.0,0.0,1.6,1.0,5.0
20224,11170,용산구,CS300015,소매(의류),180.0,181.0,3.3,6.0,2.2,4.0,1.0
20224,11170,용산구,CS300014,소매(의류),119.0,120.0,0.0,0.0,2.5,3.0,1.0
20224,11170,용산구,CS300013,소매(의류),115.0,115.0,0.9,1.0,3.5,4.0,0.0
20224,11170,용산구,CS300012,소매(의류),8.0,8.0,12.5,1.0,0.0,0.0,0.0
20224,11170,용산구,CS300011,소매(의류),1110.0,1115.0,1.9,21.0,2.1,23.0,5.0
20224,11170,용산구,CS300010,소매(식품),223.0,227.0,1.8,4.0,3.5,8.0,4.0
20224,11170,용산구,CS300009,소매(식품),67.0,67.0,1.5,1.0,1.5,1.0,0.0
20224,11170,용산구,CS300008,소매(식품),42.0,42.0,0.0,0.0,0.0,0.0,0.0
20224,11170,용산구,CS300007,소매(식품),91.0,91.0,1.1,1.0,2.2,2.0,0.0
20224,11170,용산구,CS300006,소매(식품),53.0,53.0,0.0,0.0,1.9,1.0,0.0
20224,11170,용산구,CS300004,소매(전자제품),165.0,165.0,1.2,2.0,3.0,5.0,0.0
20224,11170,용산구,CS300003,소매(전자제품),2349.0,2353.0,0.5,11.0,1.0,24.0,4.0
20224,11170,용산구,CS300002,소매(생활),44.0,331.0,3.3,11.0,3.3,11.0,287.0
20224,11170,용산구,CS300001,소매(생활),431.0,438.0,2.1,9.0,1.6,7.0,7.0
20224,11170,용산구,CS200038,교육/학원,19.0,24.0,0.0,0.0,16.7,4.0,5.0
20224,11170,용산구,CS200037,스포츠/여가,85.0,87.0,0.0,0.0,1.1,1.0,2.0
20224,11170,용산구,CS200036,숙박업,15.0,15.0,0.0,0.0,0.0,0.0,0.0
20224,11170,용산구,CS200035,숙박업,75.0,76.0,0.0,0.0,2.6,2.0,1.0
20224,11170,용산구,CS200034,숙박업,78.0,78.0,1.3,1.0,3.8,3.0,0.0
20224,11170,용산구,CS200033,부동산,1123.0,1123.0,0.1,1.0,1.5,17.0,0.0
20224,11170,용산구,CS200032,전자제품 관련 서비스,65.0,65.0,1.5,1.0,0.0,0.0,0.0
20224,11170,용산구,CS200030,미용,145.0,150.0,8.0,12.0,1.3,2.0,5.0
20224,11170,용산구,CS200029,미용,79.0,82.0,0.0,0.0,1.2,1.0,3.0
20224,11170,용산구,CS200028,미용,357.0,390.0,2.1,8.0,1.8,7.0,33.0
20224,11170,용산구,CS200027,차량 관련 서비스,31.0,31.0,0.0,0.0,0.0,0.0,0.0
20224,11170,용산구,CS200026,차량 관련 서비스,28.0,28.0,0.0,0.0,0.0,0.0,0.0
20224,11170,용산구,CS200025,차량 관련 서비스,86.0,102.0,2.0,2.0,2.0,2.0,16.0
20224,11170,용산구,CS200024,스포츠/여가,59.0,59.0,0.0,0.0,5.1,3.0,0.0
20224,11170,용산구,CS200021,스포츠/여가,32.0,33.0,12.1,4.0,0.0,0.0,1.0
20224,11170,용산구,CS200020,스포츠/여가,7.0,7.0,0.0,0.0,0.0,0.0,0.0
20224,11170,용산구,CS200019,스포츠/여가,18.0,18.0,0.0,0.0,5.6,1.0,0.0
20224,11170,용산구,CS200018,스포츠/여가,6.0,6.0,0.0,0.0,0.0,0.0,0.0
20224,11170,용산구,CS200017,스포츠/여가,31.0,33.0,9.1,3.0,6.1,2.0,2.0
20224,11170,용산구,CS200016,스포츠/여가,61.0,62.0,3.2,2.0,4.8,3.0,1.0
20224,11170,용산구,CS200009,반려동물,27.0,27.0,0.0,0.0,0.0,0.0,0.0
20224,11170,용산구,CS200008,필수의료,65.0,65.0,1.5,1.0,0.0,0.0,0.0
20224,11170,용산구,CS200007,필수의료,106.0,106.0,0.0,0.0,1.9,2.0,0.0
20224,11170,용산구,CS200006,필수의료,165.0,165.0,1.2,2.0,0.0,0.0,0.0
20224,11170,용산구,CS200005,교육/학원,168.0,171.0,6.4,11.0,1.2,2.0,3.0
20224,11170,용산구,CS200004,교육/학원,6.0,7.0,14.3,1.0,0.0,0.0,1.0
20224,11170,용산구,CS200003,교육/학원,124.0,127.0,1.6,2.0,3.1,4.0,3.0
20224,11170,용산구,CS200002,교육/학원,72.0,76.0,6.6,5.0,2.6,2.0,4.0
20224,11170,용산구,CS200001,교육/학원,176.0,197.0,0.5,1.0,1.5,3.0,21.0
20224,11170,용산구,CS100010,카페 및 베이커리,715.0,868.0,5.4,47.0,3.1,27.0,153.0
20224,11170,용산구,CS100009,주점,270.0,298.0,2.3,7.0,2.3,7.0,28.0
20224,11170,용산구,CS100008,식당,491.0,552.0,4.0,22.0,3.6,20.0,61.0
20224,11170,용산구,CS100007,식당,52.0,133.0,3.0,4.0,2.3,3.0,81.0
20224,11170,용산구,CS100006,식당,131.0,221.0,2.3,5.0,2.7,6.0,90.0
20224,11170,용산구,CS100005,카페 및 베이커리,170.0,250.0,5.2,13.0,3.2,8.0,80.0
20224,11170,용산구,CS100004,식당,830.0,854.0,6.1,52.0,2.9,25.0,24.0
20224,11170,용산구,CS100003,식당,241.0,266.0,6.0,16.0,3.4,9.0,25.0
20224,11170,용산구,CS100002,식당,154.0,165.0,1.2,2.0,3.6,6.0,11.0
20224,11170,용산구,CS100001,식당,1711.0,1829.0,2.7,50.0,2.7,49.0,118.0
20224,11140,중구,CS300043,소매(전자제품),2143.0,2149.0,0.2,5.0,1.9,41.0,6.0
20224,11140,중구,CS300039,소매(운송),70.0,71.0,0.0,0.0,0.0,0.0,1.0
20224,11140,중구,CS300038,소매(운송),36.0,36.0,0.0,0.0,0.0,0.0,0.0
20224,11140,중구,CS300036,소매(가구),464.0,465.0,0.9,4.0,0.4,2.0,1.0
20224,11140,중구,CS300032,소매(전자제품),205.0,205.0,1.5,3.0,0.0,0.0,0.0
20224,11140,중구,CS300031,소매(가구),301.0,301.0,0.7,2.0,0.0,0.0,0.0
20224,11140,중구,CS300030,소매(가구),20.0,20.0,0.0,0.0,0.0,0.0,0.0
20224,11140,중구,CS300029,반려동물,47.0,47.0,8.5,4.0,0.0,0.0,0.0
20224,11140,중구,CS300026,소매(서적/문구),36.0,36.0,0.0,0.0,0.0,0.0,0.0
20224,11140,중구,CS300025,소매(운송),8.0,8.0,0.0,0.0,0.0,0.0,0.0
20224,11140,중구,CS300024,소매(스포츠),348.0,348.0,0.9,3.0,1.1,4.0,0.0
20224,11140,중구,CS300023,소매(미용),119.0,119.0,0.0,0.0,0.8,1.0,0.0
20224,11140,중구,CS300022,소매(미용),727.0,840.0,3.8,32.0,3.0,25.0,113.0
20224,11140,중구,CS300021,소매(서적/문구),327.0,336.0,0.9,3.0,0.6,2.0,9.0
20224,11140,중구,CS300020,소매(서적/문구),228.0,230.0,2.2,5.0,0.4,1.0,2.0
20224,11140,중구,CS300019,소매(의료),76.0,76.0,0.0,0.0,0.0,0.0,0.0
20224,11140,중구,CS300018,소매(의료),296.0,307.0,2.3,7.0,1.0,3.0,11.0
20224,11140,중구,CS300016,소매(안경),213.0,246.0,1.2,3.0,1.6,4.0,33.0
20224,11140,중구,CS300015,소매(의류),489.0,489.0,1.6,8.0,1.2,6.0,0.0
20224,11140,중구,CS300014,소매(의류),646.0,653.0,0.3,2.0,1.4,9.0,7.0
20224,11140,중구,CS300013,소매(의류),2501.0,2506.0,0.2,4.0,2.1,52.0,5.0
20224,11140,중구,CS300012,소매(의류),23.0,23.0,0.0,0.0,8.7,2.0,0.0
20224,11140,중구,CS300011,소매(의류),12777.0,12795.0,0.5,65.0,1.6,207.0,18.0
20224,11140,중구,CS300010,소매(식품),376.0,382.0,1.3,5.0,0.8,3.0,6.0
20224,11140,중구,CS300009,소매(식품),147.0,147.0,1.4,2.0,2.0,3.0,0.0
20224,11140,중구,CS300008,소매(식품),451.0,451.0,0.2,1.0,1.3,6.0,0.0
20224,11140,중구,CS300007,소매(식품),153.0,153.0,0.0,0.0,1.3,2.0,0.0
20224,11140,중구,CS300006,소매(식품),177.0,178.0,0.0,0.0,2.2,4.0,1.0
20224,11140,중구,CS300004,소매(전자제품),147.0,148.0,0.0,0.0,0.7,1.0,1.0
20224,11140,중구,CS300003,소매(전자제품),238.0,238.0,0.4,1.0,1.3,3.0,0.0
20224,11140,중구,CS300002,소매(생활),35.0,464.0,3.9,18.0,3.0,14.0,429.0
20224,11140,중구,CS300001,소매(생활),869.0,879.0,3.1,27.0,1.9,17.0,10.0
20224,11140,중구,CS200038,교육/학원,36.0,38.0,0.0,0.0,7.9,3.0,2.0
20224,11140,중구,CS200037,스포츠/여가,103.0,103.0,4.9,5.0,6.8,7.0,0.0
20224,11140,중구,CS200036,숙박업,29.0,31.0,0.0,0.0,6.5,2.0,2.0
20224,11140,중구,CS200035,숙박업,104.0,112.0,0.9,1.0,2.7,3.0,8.0
20224,11140,중구,CS200034,숙박업,221.0,225.0,5.3,12.0,2.7,6.0,4.0
20224,11140,중구,CS200033,부동산,851.0,852.0,0.0,0.0,1.1,9.0,1.0
20224,11140,중구,CS200032,전자제품 관련 서비스,58.0,58.0,0.0,0.0,1.7,1.0,0.0
20224,11140,중구,CS200030,미용,144.0,150.0,7.3,11.0,2.0,3.0,6.0
20224,11140,중구,CS200029,미용,81.0,83.0,0.0,0.0,1.2,1.0,2.0
20224,11140,중구,CS200028,미용,295.0,326.0,1.2,4.0,1.5,5.0,31.0
20224,11140,중구,CS200027,차량 관련 서비스,45.0,45.0,0.0,0.0,2.2,1.0,0.0
20224,11140,중구,CS200026,차량 관련 서비스,27.0,27.0,0.0,0.0,0.0,0.0,0.0
20224,11140,중구,CS200025,차량 관련 서비스,48.0,55.0,0.0,0.0,1.8,1.0,7.0
20224,11140,중구,CS200024,스포츠/여가,52.0,54.0,0.0,0.0,3.7,2.0,2.0
20224,11140,중구,CS200021,스포츠/여가,26.0,26.0,11.5,3.0,0.0,0.0,0.0
20224,11140,중구,CS200020,스포츠/여가,4.0,4.0,0.0,0.0,0.0,0.0,0.0
20224,11140,중구,CS200019,스포츠/여가,22.0,22.0,0.0,0.0,4.5,1.0,0.0
20224,11140,중구,CS200018,스포츠/여가,8.0,8.0,0.0,0.0,0.0,0.0,0.0
20224,11140,중구,CS200017,스포츠/여가,38.0,40.0,5.0,2.0,0.0,0.0,2.0
20224,11140,중구,CS200016,스포츠/여가,118.0,119.0,3.4,4.0,3.4,4.0,1.0
20224,11140,중구,CS200009,반려동물,20.0,20.0,0.0,0.0,5.0,1.0,0.0
20224,11140,중구,CS200008,필수의료,102.0,102.0,1.0,1.0,2.0,2.0,0.0
20224,11140,중구,CS200007,필수의료,207.0,207.0,1.0,2.0,1.9,4.0,0.0
20224,11140,중구,CS200006,필수의료,248.0,248.0,2.0,5.0,1.2,3.0,0.0
20224,11140,중구,CS200005,교육/학원,66.0,75.0,6.7,5.0,5.3,4.0,9.0
20224,11140,중구,CS200004,교육/학원,5.0,5.0,0.0,0.0,0.0,0.0,0.0
20224,11140,중구,CS200003,교육/학원,69.0,71.0,1.4,1.0,0.0,0.0,2.0
20224,11140,중구,CS200002,교육/학원,44.0,44.0,2.3,1.0,2.3,1.0,0.0
20224,11140,중구,CS200001,교육/학원,113.0,122.0,0.8,1.0,0.8,1.0,9.0
20224,11140,중구,CS100010,카페 및 베이커리,767.0,1114.0,3.7,41.0,3.7,41.0,347.0
20224,11140,중구,CS100009,주점,268.0,292.0,2.1,6.0,2.7,8.0,24.0
20224,11140,중구,CS100008,식당,689.0,780.0,3.6,28.0,2.8,22.0,91.0
20224,11140,중구,CS100007,식당,50.0,142.0,3.5,5.0,2.1,3.0,92.0
20224,11140,중구,CS100006,식당,122.0,221.0,2.3,5.0,5.0,11.0,99.0
20224,11140,중구,CS100005,카페 및 베이커리,154.0,250.0,2.8,7.0,0.8,2.0,96.0
20224,11140,중구,CS100004,식당,387.0,437.0,4.3,19.0,3.2,14.0,50.0
20224,11140,중구,CS100003,식당,254.0,290.0,2.8,8.0,3.1,9.0,36.0
20224,11140,중구,CS100002,식당,250.0,264.0,2.7,7.0,3.4,9.0,14.0
20224,11140,중구,CS100001,식당,2478.0,2750.0,2.8,76.0,2.4,67.0,272.0
20224,11110,종로구,CS300043,소매(전자제품),1656.0,1657.0,0.1,2.0,2.2,36.0,1.0
20224,11110,종로구,CS300039,소매(운송),14.0,14.0,0.0,0.0,7.1,1.0,0.0
20224,11110,종로구,CS300038,소매(운송),44.0,44.0,2.3,1.0,0.0,0.0,0.0
20224,11110,종로구,CS300036,소매(가구),898.0,899.0,0.6,5.0,1.1,10.0,1.0
20224,11110,종로구,CS300032,소매(전자제품),215.0,215.0,0.0,0.0,0.9,2.0,0.0
20224,11110,종로구,CS300031,소매(가구),54.0,54.0,1.9,1.0,1.9,1.0,0.0
